Audit_Hash_ID,Enterprise_Client,Infrastructure_Layer,Threat_Classification,Traffic_Volume_GB,Neural_Threat_Index,Breach_Compliance_Flag
SEC_MD5_000277,Meta Platforms,IAM Authentication Layer,Token Hijacking,14.111,60.87,0
SEC_MD5_000278,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,16.158,62.91,0
SEC_MD5_000279,Microsoft Corp.,Edge Computing Node,Vector Injection,9.45,48.69,0
SEC_MD5_000280,Meta Platforms,Edge Computing Node,Zero-Day Vulnerability,13.176,72.68,1
SEC_MD5_000281,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,23.827,78.34,1
SEC_MD5_000282,Amazon Web Services,IAM Authentication Layer,Vector Injection,5.838,40.09,0
SEC_MD5_000283,Microsoft Corp.,Distributed Core Database,Vector Injection,14.809,47.71,0
SEC_MD5_000284,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,7.296,23.11,0
SEC_MD5_000285,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,12.167,67.09,0
SEC_MD5_000286,Alphabet Inc.,Edge Computing Node,Token Hijacking,40.367,100.0,1
SEC_MD5_000287,Amazon Web Services,Edge Computing Node,Zero-Day Vulnerability,28.14,90.08,1
SEC_MD5_000288,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,40.165,100.0,1
SEC_MD5_000289,Apple Inc.,IAM Authentication Layer,Token Hijacking,9.503,52.07,0
SEC_MD5_000290,Alphabet Inc.,Distributed Core Database,Token Hijacking,24.812,51.3,0
SEC_MD5_000291,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,22.004,54.94,0
SEC_MD5_000292,Meta Platforms,Distributed Core Database,Vector Injection,24.683,88.11,1
SEC_MD5_000293,Apple Inc.,IAM Authentication Layer,Token Hijacking,14.763,46.21,0
SEC_MD5_000294,Meta Platforms,API Gateway Endpoint,Vector Injection,9.844,57.65,0
SEC_MD5_000295,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,46.907,89.53,1
SEC_MD5_000296,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,12.937,49.05,0
SEC_MD5_000297,Meta Platforms,IAM Authentication Layer,Vector Injection,41.642,100.0,1
SEC_MD5_000298,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,27.847,97.3,1
SEC_MD5_000299,Alphabet Inc.,API Gateway Endpoint,Exfiltration Attempt,13.889,61.49,0
SEC_MD5_000300,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,6.832,27.25,0
SEC_MD5_000301,Alphabet Inc.,Distributed Core Database,Exfiltration Attempt,36.901,77.16,1
SEC_MD5_000302,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,36.318,100.0,1
SEC_MD5_000303,Amazon Web Services,Edge Computing Node,Vector Injection,5.342,39.33,0
SEC_MD5_000304,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,5.578,53.19,0
SEC_MD5_000305,Amazon Web Services,Distributed Core Database,Vector Injection,13.079,64.82,0
SEC_MD5_000306,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,10.226,35.63,0
SEC_MD5_000307,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,7.193,48.33,0
SEC_MD5_000308,Amazon Web Services,Edge Computing Node,Vector Injection,47.387,100.0,1
SEC_MD5_000309,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,7.214,32.94,0
SEC_MD5_000310,Amazon Web Services,Edge Computing Node,Vector Injection,8.632,59.23,0
SEC_MD5_000311,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,4.909,38.84,0
SEC_MD5_000312,Meta Platforms,Edge Computing Node,Vector Injection,72.416,100.0,1
SEC_MD5_000313,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,16.427,59.05,0
SEC_MD5_000314,Alphabet Inc.,Distributed Core Database,Token Hijacking,10.412,60.93,0
SEC_MD5_000315,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,28.121,72.87,1
SEC_MD5_000316,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,16.231,71.78,0
SEC_MD5_000317,Amazon Web Services,Distributed Core Database,Vector Injection,40.307,100.0,1
SEC_MD5_000318,Apple Inc.,Edge Computing Node,Exfiltration Attempt,12.43,63.46,0
SEC_MD5_000319,Apple Inc.,IAM Authentication Layer,Vector Injection,5.4,37.86,0
SEC_MD5_000320,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,21.607,80.0,1
SEC_MD5_000321,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,39.237,90.65,1
SEC_MD5_000322,Meta Platforms,Edge Computing Node,Exfiltration Attempt,33.765,100.0,1
SEC_MD5_000323,Amazon Web Services,Distributed Core Database,Token Hijacking,8.426,37.94,0
SEC_MD5_000324,Meta Platforms,IAM Authentication Layer,Token Hijacking,4.046,27.52,0
SEC_MD5_000325,Amazon Web Services,API Gateway Endpoint,Token Hijacking,41.237,100.0,1
SEC_MD5_000326,Amazon Web Services,Edge Computing Node,Token Hijacking,4.845,58.64,0
SEC_MD5_000327,Apple Inc.,API Gateway Endpoint,Token Hijacking,81.297,100.0,1
SEC_MD5_000328,Amazon Web Services,API Gateway Endpoint,Token Hijacking,7.262,35.45,0
SEC_MD5_000329,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,15.011,61.21,0
SEC_MD5_000330,Microsoft Corp.,Edge Computing Node,Token Hijacking,18.655,76.76,1
SEC_MD5_000331,Apple Inc.,API Gateway Endpoint,Token Hijacking,11.52,46.03,0
SEC_MD5_000332,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,7.79,48.53,0
SEC_MD5_000333,Microsoft Corp.,Distributed Core Database,Vector Injection,22.37,50.71,0
SEC_MD5_000334,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,49.871,100.0,1
SEC_MD5_000335,Amazon Web Services,Distributed Core Database,Token Hijacking,9.888,53.08,0
SEC_MD5_000336,Meta Platforms,Edge Computing Node,Zero-Day Vulnerability,13.548,62.65,0
SEC_MD5_000337,Meta Platforms,IAM Authentication Layer,Vector Injection,8.227,64.06,0
SEC_MD5_000338,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,7.578,35.62,0
SEC_MD5_000339,Microsoft Corp.,IAM Authentication Layer,Vector Injection,9.841,55.34,0
SEC_MD5_000340,Apple Inc.,API Gateway Endpoint,Vector Injection,10.699,53.49,0
SEC_MD5_000341,Microsoft Corp.,Distributed Core Database,Token Hijacking,10.686,57.49,0
SEC_MD5_000342,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,13.176,48.51,0
SEC_MD5_000343,Apple Inc.,Distributed Core Database,Exfiltration Attempt,25.035,74.12,1
SEC_MD5_000344,Apple Inc.,Edge Computing Node,Exfiltration Attempt,17.394,88.26,1
SEC_MD5_000345,Amazon Web Services,IAM Authentication Layer,Token Hijacking,9.848,56.51,0
SEC_MD5_000346,Apple Inc.,API Gateway Endpoint,Vector Injection,26.116,70.93,0
SEC_MD5_000347,Amazon Web Services,Edge Computing Node,Token Hijacking,11.449,68.54,0
SEC_MD5_000348,Amazon Web Services,Distributed Core Database,Token Hijacking,27.31,97.15,1
SEC_MD5_000349,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,13.998,77.41,1
SEC_MD5_000350,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,6.529,51.12,0
SEC_MD5_000351,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,41.201,97.37,1
SEC_MD5_000352,Alphabet Inc.,Edge Computing Node,Token Hijacking,15.17,54.43,0
SEC_MD5_000353,Amazon Web Services,IAM Authentication Layer,Token Hijacking,60.174,100.0,1
SEC_MD5_000354,Alphabet Inc.,API Gateway Endpoint,Zero-Day Vulnerability,24.89,63.93,0
SEC_MD5_000355,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,18.715,59.7,0
SEC_MD5_000356,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,6.226,16.12,0
SEC_MD5_000357,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,34.168,84.2,1
SEC_MD5_000358,Amazon Web Services,IAM Authentication Layer,Vector Injection,22.948,71.52,0
SEC_MD5_000359,Alphabet Inc.,IAM Authentication Layer,Vector Injection,21.707,57.13,0
SEC_MD5_000360,Meta Platforms,API Gateway Endpoint,Vector Injection,5.984,50.46,0
SEC_MD5_000361,Alphabet Inc.,Edge Computing Node,Vector Injection,8.65,48.71,0
SEC_MD5_000362,Apple Inc.,Edge Computing Node,Token Hijacking,28.941,95.09,1
SEC_MD5_000363,Microsoft Corp.,Edge Computing Node,Token Hijacking,18.138,73.2,1
SEC_MD5_000364,Apple Inc.,Distributed Core Database,Vector Injection,17.916,70.01,0
SEC_MD5_000365,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,12.655,41.93,0
SEC_MD5_000366,Apple Inc.,API Gateway Endpoint,Exfiltration Attempt,29.09,72.51,1
SEC_MD5_000367,Microsoft Corp.,IAM Authentication Layer,Vector Injection,8.08,45.11,0
SEC_MD5_000368,Apple Inc.,Edge Computing Node,Vector Injection,13.313,43.84,0
SEC_MD5_000369,Amazon Web Services,IAM Authentication Layer,Vector Injection,21.42,68.39,0
SEC_MD5_000370,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,9.714,28.72,0
SEC_MD5_000371,Alphabet Inc.,Edge Computing Node,Token Hijacking,17.038,80.64,1
SEC_MD5_000372,Apple Inc.,API Gateway Endpoint,Exfiltration Attempt,12.745,67.05,0
SEC_MD5_000373,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,9.059,33.23,0
SEC_MD5_000374,Apple Inc.,Edge Computing Node,Zero-Day Vulnerability,7.198,65.78,0
SEC_MD5_000375,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,14.043,75.27,1
SEC_MD5_000376,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,7.569,48.0,0
SEC_MD5_000377,Amazon Web Services,IAM Authentication Layer,Token Hijacking,44.948,100.0,1
SEC_MD5_000378,Apple Inc.,Edge Computing Node,Vector Injection,8.541,62.26,0
SEC_MD5_000379,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,32.223,79.95,1
SEC_MD5_000380,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,18.291,68.69,0
SEC_MD5_000381,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,12.766,56.04,0
SEC_MD5_000382,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,35.092,95.72,1
SEC_MD5_000383,Apple Inc.,IAM Authentication Layer,Zero-Day Vulnerability,11.035,59.57,0
SEC_MD5_000384,Meta Platforms,Distributed Core Database,Token Hijacking,35.975,73.96,1
SEC_MD5_000385,Microsoft Corp.,IAM Authentication Layer,Exfiltration Attempt,7.924,53.22,0
SEC_MD5_000386,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,16.811,70.98,0
SEC_MD5_000387,Amazon Web Services,Distributed Core Database,Token Hijacking,46.722,100.0,1
SEC_MD5_000388,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,44.363,100.0,1
SEC_MD5_000389,Meta Platforms,IAM Authentication Layer,Exfiltration Attempt,4.082,35.13,0
SEC_MD5_000390,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,13.3,60.36,0
SEC_MD5_000391,Amazon Web Services,Edge Computing Node,Zero-Day Vulnerability,64.424,100.0,1
SEC_MD5_000392,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,10.96,64.08,0
SEC_MD5_000393,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,9.625,44.79,0
SEC_MD5_000394,Amazon Web Services,IAM Authentication Layer,Token Hijacking,2.608,42.45,0
SEC_MD5_000395,Apple Inc.,API Gateway Endpoint,Zero-Day Vulnerability,5.771,28.44,0
SEC_MD5_000396,Meta Platforms,API Gateway Endpoint,Exfiltration Attempt,20.902,43.04,0
SEC_MD5_000397,Amazon Web Services,Distributed Core Database,Vector Injection,11.446,54.07,0
SEC_MD5_000398,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,23.466,62.3,0
SEC_MD5_000399,Amazon Web Services,API Gateway Endpoint,Exfiltration Attempt,5.454,45.02,0
SEC_MD5_000400,Alphabet Inc.,API Gateway Endpoint,Token Hijacking,14.705,73.65,1
SEC_MD5_000401,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,15.219,52.61,0
SEC_MD5_000402,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,10.563,64.61,0
SEC_MD5_000403,Alphabet Inc.,Edge Computing Node,Zero-Day Vulnerability,36.628,99.5,1
SEC_MD5_000404,Amazon Web Services,IAM Authentication Layer,Token Hijacking,23.582,60.92,0
SEC_MD5_000405,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,11.021,34.64,0
SEC_MD5_000406,Amazon Web Services,Distributed Core Database,Exfiltration Attempt,20.653,70.29,0
SEC_MD5_000407,Amazon Web Services,IAM Authentication Layer,Exfiltration Attempt,52.483,100.0,1
SEC_MD5_000408,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,6.9,45.6,0
SEC_MD5_000409,Amazon Web Services,API Gateway Endpoint,Vector Injection,40.937,100.0,1
SEC_MD5_000410,Meta Platforms,IAM Authentication Layer,Zero-Day Vulnerability,16.691,36.88,0
SEC_MD5_000411,Meta Platforms,API Gateway Endpoint,Vector Injection,12.382,67.72,0
SEC_MD5_000412,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,9.573,40.55,0
SEC_MD5_000413,Alphabet Inc.,Distributed Core Database,Exfiltration Attempt,10.576,41.27,0
SEC_MD5_000414,Amazon Web Services,IAM Authentication Layer,Token Hijacking,10.038,52.76,0
SEC_MD5_000415,Alphabet Inc.,Edge Computing Node,Vector Injection,5.073,40.28,0
SEC_MD5_000416,Microsoft Corp.,Distributed Core Database,Vector Injection,8.358,61.29,0
SEC_MD5_000417,Apple Inc.,Edge Computing Node,Token Hijacking,10.536,61.02,0
SEC_MD5_000418,Apple Inc.,Edge Computing Node,Exfiltration Attempt,7.923,54.99,0
SEC_MD5_000419,Microsoft Corp.,Distributed Core Database,Token Hijacking,17.131,65.02,0
SEC_MD5_000420,Microsoft Corp.,API Gateway Endpoint,Vector Injection,15.983,58.89,0
SEC_MD5_000421,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,33.696,88.78,1
SEC_MD5_000422,Amazon Web Services,Edge Computing Node,Zero-Day Vulnerability,6.657,70.58,0
SEC_MD5_000423,Meta Platforms,API Gateway Endpoint,Exfiltration Attempt,21.89,90.12,1
SEC_MD5_000424,Alphabet Inc.,Edge Computing Node,Token Hijacking,11.422,57.17,0
SEC_MD5_000425,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,16.014,80.91,1
SEC_MD5_000426,Alphabet Inc.,Distributed Core Database,Vector Injection,18.656,66.56,0
SEC_MD5_000427,Alphabet Inc.,IAM Authentication Layer,Vector Injection,8.29,17.48,0
SEC_MD5_000428,Apple Inc.,API Gateway Endpoint,Vector Injection,16.035,77.11,1
SEC_MD5_000429,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,9.679,43.91,0
SEC_MD5_000430,Alphabet Inc.,Edge Computing Node,Vector Injection,26.412,93.65,1
SEC_MD5_000431,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,14.897,55.66,0
SEC_MD5_000432,Amazon Web Services,API Gateway Endpoint,Zero-Day Vulnerability,25.931,75.81,1
SEC_MD5_000433,Meta Platforms,IAM Authentication Layer,Token Hijacking,6.753,39.86,0
SEC_MD5_000434,Meta Platforms,Distributed Core Database,Exfiltration Attempt,20.382,83.72,1
SEC_MD5_000435,Apple Inc.,Edge Computing Node,Token Hijacking,12.073,57.21,0
SEC_MD5_000436,Alphabet Inc.,Distributed Core Database,Vector Injection,32.112,81.62,1
SEC_MD5_000437,Amazon Web Services,API Gateway Endpoint,Token Hijacking,19.763,61.93,0
SEC_MD5_000438,Meta Platforms,IAM Authentication Layer,Zero-Day Vulnerability,7.297,54.65,0
SEC_MD5_000439,Meta Platforms,API Gateway Endpoint,Vector Injection,17.533,75.42,1
SEC_MD5_000440,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,4.634,50.17,0
SEC_MD5_000441,Amazon Web Services,Distributed Core Database,Vector Injection,12.766,40.35,0
SEC_MD5_000442,Apple Inc.,Edge Computing Node,Zero-Day Vulnerability,17.653,56.74,0
SEC_MD5_000443,Microsoft Corp.,Edge Computing Node,Token Hijacking,5.886,64.69,0
SEC_MD5_000444,Amazon Web Services,API Gateway Endpoint,Token Hijacking,24.144,90.06,1
SEC_MD5_000445,Alphabet Inc.,IAM Authentication Layer,Token Hijacking,19.342,60.7,0
SEC_MD5_000446,Alphabet Inc.,Distributed Core Database,Zero-Day Vulnerability,8.743,52.64,0
SEC_MD5_000447,Apple Inc.,Edge Computing Node,Zero-Day Vulnerability,43.057,100.0,1
SEC_MD5_000448,Alphabet Inc.,Edge Computing Node,Token Hijacking,6.421,60.23,0
SEC_MD5_000449,Apple Inc.,IAM Authentication Layer,Exfiltration Attempt,7.208,40.51,0
SEC_MD5_000450,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,8.297,53.02,0
SEC_MD5_000451,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,7.723,62.29,0
SEC_MD5_000452,Apple Inc.,IAM Authentication Layer,Token Hijacking,43.388,100.0,1
SEC_MD5_000453,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,24.562,77.93,1
SEC_MD5_000454,Microsoft Corp.,API Gateway Endpoint,Exfiltration Attempt,3.264,27.47,0
SEC_MD5_000455,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,13.146,43.11,0
SEC_MD5_000456,Apple Inc.,Distributed Core Database,Vector Injection,12.748,37.67,0
SEC_MD5_000457,Meta Platforms,API Gateway Endpoint,Vector Injection,19.046,55.96,0
SEC_MD5_000458,Meta Platforms,IAM Authentication Layer,Exfiltration Attempt,9.49,43.3,0
SEC_MD5_000459,Meta Platforms,IAM Authentication Layer,Zero-Day Vulnerability,32.418,96.17,1
SEC_MD5_000460,Meta Platforms,Distributed Core Database,Zero-Day Vulnerability,20.495,78.8,1
SEC_MD5_000461,Microsoft Corp.,Edge Computing Node,Vector Injection,8.502,54.57,0
SEC_MD5_000462,Alphabet Inc.,Edge Computing Node,Vector Injection,7.956,69.91,0
SEC_MD5_000463,Alphabet Inc.,API Gateway Endpoint,Exfiltration Attempt,12.243,35.7,0
SEC_MD5_000464,Amazon Web Services,Edge Computing Node,Zero-Day Vulnerability,4.21,46.48,0
SEC_MD5_000465,Amazon Web Services,API Gateway Endpoint,Token Hijacking,51.081,100.0,1
SEC_MD5_000466,Microsoft Corp.,API Gateway Endpoint,Vector Injection,9.277,44.15,0
SEC_MD5_000467,Apple Inc.,Distributed Core Database,Vector Injection,18.483,65.03,0
SEC_MD5_000468,Amazon Web Services,API Gateway Endpoint,Vector Injection,39.48,100.0,1
SEC_MD5_000469,Alphabet Inc.,API Gateway Endpoint,Exfiltration Attempt,7.784,46.4,0
SEC_MD5_000470,Apple Inc.,Edge Computing Node,Vector Injection,21.931,75.73,1
SEC_MD5_000471,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,8.228,46.78,0
SEC_MD5_000472,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,32.869,68.19,0
SEC_MD5_000473,Apple Inc.,Distributed Core Database,Exfiltration Attempt,45.541,100.0,1
SEC_MD5_000474,Alphabet Inc.,IAM Authentication Layer,Zero-Day Vulnerability,65.472,100.0,1
SEC_MD5_000475,Amazon Web Services,Distributed Core Database,Token Hijacking,8.911,59.49,0
SEC_MD5_000476,Microsoft Corp.,Edge Computing Node,Zero-Day Vulnerability,16.115,54.52,0
SEC_MD5_000477,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,7.95,41.11,0
SEC_MD5_000478,Microsoft Corp.,API Gateway Endpoint,Token Hijacking,18.721,68.68,0
SEC_MD5_000479,Alphabet Inc.,Edge Computing Node,Vector Injection,29.452,79.76,1
SEC_MD5_000480,Alphabet Inc.,IAM Authentication Layer,Exfiltration Attempt,14.616,46.48,0
SEC_MD5_000481,Microsoft Corp.,API Gateway Endpoint,Vector Injection,53.895,100.0,1
SEC_MD5_000482,Alphabet Inc.,Edge Computing Node,Vector Injection,4.031,29.26,0
SEC_MD5_000483,Apple Inc.,IAM Authentication Layer,Token Hijacking,26.184,61.67,0
SEC_MD5_000484,Meta Platforms,Distributed Core Database,Vector Injection,8.69,41.36,0
SEC_MD5_000485,Apple Inc.,API Gateway Endpoint,Token Hijacking,9.024,50.6,0
SEC_MD5_000486,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,4.712,48.87,0
SEC_MD5_000487,Alphabet Inc.,Edge Computing Node,Exfiltration Attempt,10.301,50.59,0
SEC_MD5_000488,Alphabet Inc.,API Gateway Endpoint,Exfiltration Attempt,24.961,64.71,0
SEC_MD5_000489,Microsoft Corp.,IAM Authentication Layer,Token Hijacking,13.566,57.64,0
SEC_MD5_000490,Apple Inc.,API Gateway Endpoint,Exfiltration Attempt,48.785,100.0,1
SEC_MD5_000491,Microsoft Corp.,Distributed Core Database,Exfiltration Attempt,22.564,78.28,1
SEC_MD5_000492,Microsoft Corp.,API Gateway Endpoint,Zero-Day Vulnerability,7.634,35.83,0
SEC_MD5_000493,Amazon Web Services,IAM Authentication Layer,Zero-Day Vulnerability,7.526,44.59,0
SEC_MD5_000494,Apple Inc.,Edge Computing Node,Zero-Day Vulnerability,10.929,69.14,0
SEC_MD5_000495,Microsoft Corp.,IAM Authentication Layer,Zero-Day Vulnerability,16.791,61.67,0
SEC_MD5_000496,Meta Platforms,Edge Computing Node,Exfiltration Attempt,7.985,68.3,0
SEC_MD5_000497,Alphabet Inc.,Distributed Core Database,Token Hijacking,48.228,100.0,1
SEC_MD5_000498,Amazon Web Services,Edge Computing Node,Exfiltration Attempt,14.729,71.35,0
SEC_MD5_000499,Microsoft Corp.,Edge Computing Node,Exfiltration Attempt,4.782,40.7,0
SEC_MD5_000500,Amazon Web Services,API Gateway Endpoint,Token Hijacking,12.734,52.84,0
SEC_MD5_000501,Alphabet Inc.,Distributed Core Database,Vector Injection,13.475,57.46,0
SEC_MD5_000502,Amazon Web Services,Edge Computing Node,Vector Injection,13.442,65.39,0
SEC_MD5_000503,Meta Platforms,Edge Computing Node,Token Hijacking,46.794,100.0,1
SEC_MD5_000504,Apple Inc.,Edge Computing Node,Vector Injection,13.571,64.58,0
SEC_MD5_000505,Amazon Web Services,Edge Computing Node,Vector Injection,14.459,64.17,0
SEC_MD5_000506,Microsoft Corp.,Distributed Core Database,Zero-Day Vulnerability,5.807,40.06,0
SEC_MD5_000507,Alphabet Inc.,Distributed Core Database,Exfiltration Attempt,4.23,37.27,0
SEC_MD5_000508,Alphabet Inc.,Distributed Core Database,Exfiltration Attempt,21.104,71.58,0
SEC_MD5_000509,Meta Platforms,Edge Computing Node,Vector Injection,25.96,88.24,1
SEC_MD5_000510,Meta Platforms,Edge Computing Node,Token Hijacking,53.216,100.0,1
SEC_MD5_000511,Amazon Web Services,Distributed Core Database,Vector Injection,9.338,52.49,0
SEC_MD5_000512,Amazon Web Services,Distributed Core Database,Zero-Day Vulnerability,26.383,68.65,0
SEC_MD5_000513,Microsoft Corp.,Distributed Core Database,Token Hijacking,9.772,38.31,0
