Incident_ID,Attack_Vector,Infrastructure_Zone,Payload_Volume_MB,Neural_Anomaly_Score,Breach_Status
SEC_000348,SQL Injection Spectrum,Cloud Edge Cluster,223.22,24.03,0
SEC_000349,Phishing API Exfiltration,DMZ Proxy Subnet,454.41,50.22,0
SEC_000350,Ransomware Core Payload,DMZ Proxy Subnet,326.75,44.34,0
SEC_000351,DDoS Flooding,Cloud Edge Cluster,885.61,49.39,0
SEC_000352,Phishing API Exfiltration,DMZ Proxy Subnet,495.74,64.17,0
SEC_000353,Phishing API Exfiltration,Cloud Edge Cluster,92.03,68.55,1
SEC_000354,SQL Injection Spectrum,On-Prem Gateway,44.93,31.54,0
SEC_000355,DDoS Flooding,DMZ Proxy Subnet,474.78,56.57,0
SEC_000356,DDoS Flooding,On-Prem Gateway,24.09,32.23,0
SEC_000357,Ransomware Core Payload,Cloud Edge Cluster,408.61,35.64,0
SEC_000358,Ransomware Core Payload,Cloud Edge Cluster,1279.76,53.88,0
SEC_000359,Ransomware Core Payload,On-Prem Gateway,397.55,35.32,0
SEC_000360,Phishing API Exfiltration,DMZ Proxy Subnet,233.09,18.44,0
SEC_000361,DDoS Flooding,On-Prem Gateway,475.87,74.6,1
SEC_000362,SQL Injection Spectrum,On-Prem Gateway,287.83,39.79,0
SEC_000363,Phishing API Exfiltration,DMZ Proxy Subnet,366.97,39.49,0
SEC_000364,Phishing API Exfiltration,Cloud Edge Cluster,1289.16,94.9,1
SEC_000365,SQL Injection Spectrum,On-Prem Gateway,231.57,22.44,0
SEC_000366,SQL Injection Spectrum,On-Prem Gateway,1474.09,77.46,1
SEC_000367,Ransomware Core Payload,Cloud Edge Cluster,1072.91,73.94,1
SEC_000368,SQL Injection Spectrum,On-Prem Gateway,110.05,49.83,0
SEC_000369,SQL Injection Spectrum,Cloud Edge Cluster,44.35,39.3,0
SEC_000370,SQL Injection Spectrum,DMZ Proxy Subnet,59.8,36.12,0
SEC_000371,SQL Injection Spectrum,Cloud Edge Cluster,20.28,31.98,0
SEC_000372,Ransomware Core Payload,Cloud Edge Cluster,56.64,38.27,0
SEC_000373,Phishing API Exfiltration,On-Prem Gateway,528.99,54.18,0
SEC_000374,DDoS Flooding,Cloud Edge Cluster,45.23,16.36,0
SEC_000375,DDoS Flooding,Cloud Edge Cluster,184.87,38.09,0
SEC_000376,Phishing API Exfiltration,On-Prem Gateway,850.59,47.92,0
SEC_000377,DDoS Flooding,Cloud Edge Cluster,22.6,32.12,0
SEC_000378,DDoS Flooding,On-Prem Gateway,770.04,53.59,0
SEC_000379,Phishing API Exfiltration,DMZ Proxy Subnet,160.99,74.53,1
SEC_000380,DDoS Flooding,Cloud Edge Cluster,68.59,32.15,0
SEC_000381,DDoS Flooding,DMZ Proxy Subnet,548.92,30.89,0
SEC_000382,Phishing API Exfiltration,Cloud Edge Cluster,458.13,46.31,0
SEC_000383,DDoS Flooding,Cloud Edge Cluster,956.74,76.06,1
SEC_000384,SQL Injection Spectrum,DMZ Proxy Subnet,609.73,79.49,1
SEC_000385,Phishing API Exfiltration,DMZ Proxy Subnet,744.15,50.92,0
SEC_000386,Ransomware Core Payload,On-Prem Gateway,161.1,12.71,0
SEC_000387,DDoS Flooding,On-Prem Gateway,99.9,46.25,0
SEC_000388,Ransomware Core Payload,DMZ Proxy Subnet,636.94,34.77,0
SEC_000389,DDoS Flooding,Cloud Edge Cluster,751.89,53.53,0
SEC_000390,SQL Injection Spectrum,On-Prem Gateway,2107.65,100.0,1
SEC_000391,Phishing API Exfiltration,Cloud Edge Cluster,251.44,39.01,0
SEC_000392,Ransomware Core Payload,On-Prem Gateway,221.36,49.19,0
SEC_000393,Phishing API Exfiltration,On-Prem Gateway,686.08,47.19,0
SEC_000394,Ransomware Core Payload,On-Prem Gateway,199.53,33.88,0
SEC_000395,DDoS Flooding,DMZ Proxy Subnet,1213.56,78.33,1
SEC_000396,SQL Injection Spectrum,Cloud Edge Cluster,891.68,67.91,1
SEC_000397,Ransomware Core Payload,DMZ Proxy Subnet,264.16,42.03,0
SEC_000398,Ransomware Core Payload,On-Prem Gateway,637.4,62.04,0
SEC_000399,SQL Injection Spectrum,DMZ Proxy Subnet,644.08,68.42,1
SEC_000400,SQL Injection Spectrum,DMZ Proxy Subnet,60.98,38.33,0
SEC_000401,SQL Injection Spectrum,DMZ Proxy Subnet,1059.8,79.2,1
SEC_000402,SQL Injection Spectrum,Cloud Edge Cluster,328.67,19.41,0
SEC_000403,SQL Injection Spectrum,DMZ Proxy Subnet,800.1,62.76,0
SEC_000404,Phishing API Exfiltration,DMZ Proxy Subnet,185.58,44.62,0
SEC_000405,DDoS Flooding,DMZ Proxy Subnet,1028.46,82.07,1
SEC_000406,DDoS Flooding,DMZ Proxy Subnet,233.84,28.97,0
SEC_000407,Ransomware Core Payload,DMZ Proxy Subnet,16.9,20.79,0
SEC_000408,SQL Injection Spectrum,DMZ Proxy Subnet,1073.06,64.31,0
SEC_000409,Phishing API Exfiltration,DMZ Proxy Subnet,55.08,40.25,0
SEC_000410,Phishing API Exfiltration,On-Prem Gateway,185.09,52.91,0
SEC_000411,Ransomware Core Payload,DMZ Proxy Subnet,1360.64,78.31,1
SEC_000412,SQL Injection Spectrum,DMZ Proxy Subnet,1365.58,98.24,1
SEC_000413,DDoS Flooding,Cloud Edge Cluster,395.4,47.67,0
SEC_000414,SQL Injection Spectrum,On-Prem Gateway,461.65,46.6,0
SEC_000415,Phishing API Exfiltration,DMZ Proxy Subnet,279.76,38.02,0
SEC_000416,SQL Injection Spectrum,Cloud Edge Cluster,168.16,47.93,0
SEC_000417,DDoS Flooding,DMZ Proxy Subnet,191.32,42.54,0
SEC_000418,DDoS Flooding,DMZ Proxy Subnet,514.35,84.71,1
SEC_000419,Ransomware Core Payload,DMZ Proxy Subnet,640.13,42.82,0
SEC_000420,Phishing API Exfiltration,DMZ Proxy Subnet,717.69,66.48,1
SEC_000421,SQL Injection Spectrum,DMZ Proxy Subnet,713.47,50.6,0
SEC_000422,SQL Injection Spectrum,Cloud Edge Cluster,55.04,19.16,0
SEC_000423,Ransomware Core Payload,DMZ Proxy Subnet,318.92,42.59,0
SEC_000424,Ransomware Core Payload,Cloud Edge Cluster,38.68,33.61,0
SEC_000425,Ransomware Core Payload,DMZ Proxy Subnet,370.86,88.61,1
SEC_000426,Phishing API Exfiltration,Cloud Edge Cluster,274.15,38.2,0
SEC_000427,SQL Injection Spectrum,On-Prem Gateway,995.98,52.89,0
SEC_000428,Ransomware Core Payload,DMZ Proxy Subnet,206.49,42.35,0
SEC_000429,Phishing API Exfiltration,On-Prem Gateway,68.03,1.6,0
SEC_000430,SQL Injection Spectrum,On-Prem Gateway,81.44,31.88,0
SEC_000431,DDoS Flooding,On-Prem Gateway,657.04,56.52,0
SEC_000432,Ransomware Core Payload,DMZ Proxy Subnet,445.31,59.73,0
SEC_000433,Phishing API Exfiltration,On-Prem Gateway,59.97,47.0,0
SEC_000434,SQL Injection Spectrum,Cloud Edge Cluster,51.53,24.51,0
SEC_000435,SQL Injection Spectrum,DMZ Proxy Subnet,555.24,49.95,0
SEC_000436,Ransomware Core Payload,On-Prem Gateway,46.0,20.35,0
SEC_000437,Ransomware Core Payload,DMZ Proxy Subnet,788.33,44.61,0
SEC_000438,SQL Injection Spectrum,On-Prem Gateway,563.25,57.18,0
SEC_000439,Phishing API Exfiltration,Cloud Edge Cluster,50.18,12.9,0
SEC_000440,DDoS Flooding,DMZ Proxy Subnet,51.89,25.86,0
SEC_000441,SQL Injection Spectrum,DMZ Proxy Subnet,1953.96,93.23,1
SEC_000442,Phishing API Exfiltration,On-Prem Gateway,222.98,47.16,0
SEC_000443,Ransomware Core Payload,Cloud Edge Cluster,220.37,65.84,1
SEC_000444,SQL Injection Spectrum,DMZ Proxy Subnet,766.01,41.12,0
SEC_000445,Ransomware Core Payload,On-Prem Gateway,1335.97,55.64,0
SEC_000446,DDoS Flooding,Cloud Edge Cluster,1932.95,100.0,1
SEC_000447,Ransomware Core Payload,Cloud Edge Cluster,641.95,55.91,0
SEC_000448,DDoS Flooding,Cloud Edge Cluster,224.41,42.26,0
SEC_000449,Ransomware Core Payload,Cloud Edge Cluster,51.24,25.35,0
SEC_000450,Ransomware Core Payload,DMZ Proxy Subnet,687.56,54.49,0
SEC_000451,DDoS Flooding,DMZ Proxy Subnet,379.81,50.71,0
SEC_000452,Ransomware Core Payload,Cloud Edge Cluster,260.41,56.02,0
SEC_000453,Phishing API Exfiltration,On-Prem Gateway,1077.71,43.78,0
SEC_000454,Ransomware Core Payload,On-Prem Gateway,65.05,27.07,0
SEC_000455,SQL Injection Spectrum,Cloud Edge Cluster,317.33,45.9,0
SEC_000456,Ransomware Core Payload,Cloud Edge Cluster,17.14,16.92,0
SEC_000457,Phishing API Exfiltration,On-Prem Gateway,296.56,67.83,1
SEC_000458,SQL Injection Spectrum,Cloud Edge Cluster,38.08,21.99,0
SEC_000459,Phishing API Exfiltration,Cloud Edge Cluster,68.92,32.14,0
SEC_000460,SQL Injection Spectrum,DMZ Proxy Subnet,68.26,41.07,0
SEC_000461,Ransomware Core Payload,DMZ Proxy Subnet,483.41,40.47,0
SEC_000462,Phishing API Exfiltration,Cloud Edge Cluster,628.77,27.45,0
SEC_000463,Ransomware Core Payload,Cloud Edge Cluster,406.0,39.81,0
SEC_000464,SQL Injection Spectrum,DMZ Proxy Subnet,1485.62,100.0,1
SEC_000465,Phishing API Exfiltration,Cloud Edge Cluster,223.41,33.88,0
SEC_000466,DDoS Flooding,DMZ Proxy Subnet,163.41,23.84,0
SEC_000467,Phishing API Exfiltration,DMZ Proxy Subnet,925.28,80.9,1
SEC_000468,Ransomware Core Payload,On-Prem Gateway,125.89,30.07,0
SEC_000469,DDoS Flooding,DMZ Proxy Subnet,1498.29,82.28,1
SEC_000470,DDoS Flooding,On-Prem Gateway,17.5,32.94,0
SEC_000471,SQL Injection Spectrum,On-Prem Gateway,1588.14,100.0,1
SEC_000472,DDoS Flooding,DMZ Proxy Subnet,31.85,67.0,1
SEC_000473,DDoS Flooding,Cloud Edge Cluster,1009.97,82.81,1
SEC_000474,SQL Injection Spectrum,DMZ Proxy Subnet,349.56,61.38,0
SEC_000475,Phishing API Exfiltration,On-Prem Gateway,2242.57,100.0,1
SEC_000476,Ransomware Core Payload,DMZ Proxy Subnet,46.5,16.47,0
SEC_000477,Phishing API Exfiltration,DMZ Proxy Subnet,375.2,45.94,0
SEC_000478,DDoS Flooding,On-Prem Gateway,1579.61,94.79,1
SEC_000479,Ransomware Core Payload,DMZ Proxy Subnet,345.2,27.63,0
SEC_000480,Phishing API Exfiltration,DMZ Proxy Subnet,458.68,45.72,0
SEC_000481,Ransomware Core Payload,On-Prem Gateway,547.46,57.89,0
SEC_000482,DDoS Flooding,Cloud Edge Cluster,284.76,46.8,0
SEC_000483,Phishing API Exfiltration,On-Prem Gateway,456.45,55.82,0
SEC_000484,Ransomware Core Payload,On-Prem Gateway,407.02,50.65,0
SEC_000485,Ransomware Core Payload,DMZ Proxy Subnet,1053.4,64.53,0
SEC_000486,Phishing API Exfiltration,On-Prem Gateway,32.93,23.61,0
SEC_000487,Phishing API Exfiltration,DMZ Proxy Subnet,160.43,18.43,0
SEC_000488,DDoS Flooding,DMZ Proxy Subnet,1363.8,100.0,1
SEC_000489,SQL Injection Spectrum,DMZ Proxy Subnet,1006.35,70.46,1
SEC_000490,Ransomware Core Payload,On-Prem Gateway,285.68,38.05,0
SEC_000491,Phishing API Exfiltration,On-Prem Gateway,447.57,33.97,0
SEC_000492,Phishing API Exfiltration,DMZ Proxy Subnet,158.19,80.36,1
SEC_000493,Phishing API Exfiltration,Cloud Edge Cluster,105.78,18.13,0
SEC_000494,Ransomware Core Payload,Cloud Edge Cluster,292.38,35.26,0
SEC_000495,DDoS Flooding,On-Prem Gateway,208.18,44.56,0
SEC_000496,SQL Injection Spectrum,DMZ Proxy Subnet,406.31,55.26,0
SEC_000497,Ransomware Core Payload,DMZ Proxy Subnet,48.42,46.31,0
SEC_000498,DDoS Flooding,On-Prem Gateway,1661.23,100.0,1
SEC_000499,Ransomware Core Payload,Cloud Edge Cluster,1939.74,100.0,1
SEC_000500,Ransomware Core Payload,On-Prem Gateway,551.04,36.2,0
SEC_000501,Phishing API Exfiltration,On-Prem Gateway,357.64,40.45,0
SEC_000502,DDoS Flooding,DMZ Proxy Subnet,178.67,41.76,0
SEC_000503,Phishing API Exfiltration,On-Prem Gateway,768.41,91.76,1
SEC_000504,Phishing API Exfiltration,Cloud Edge Cluster,531.45,30.29,0
SEC_000505,DDoS Flooding,On-Prem Gateway,91.86,51.71,0
SEC_000506,Phishing API Exfiltration,DMZ Proxy Subnet,1100.24,76.71,1
SEC_000507,Phishing API Exfiltration,Cloud Edge Cluster,790.05,74.17,1
SEC_000508,SQL Injection Spectrum,DMZ Proxy Subnet,1358.28,82.8,1
SEC_000509,DDoS Flooding,On-Prem Gateway,594.12,41.13,0
SEC_000510,DDoS Flooding,On-Prem Gateway,439.68,58.85,0
SEC_000511,Phishing API Exfiltration,On-Prem Gateway,255.77,50.05,0
SEC_000512,Phishing API Exfiltration,DMZ Proxy Subnet,1226.56,93.64,1
SEC_000513,DDoS Flooding,On-Prem Gateway,916.68,66.47,1
SEC_000514,DDoS Flooding,Cloud Edge Cluster,32.82,22.32,0
SEC_000515,Ransomware Core Payload,Cloud Edge Cluster,24.02,7.58,0
SEC_000516,DDoS Flooding,DMZ Proxy Subnet,224.56,51.27,0
SEC_000517,Ransomware Core Payload,DMZ Proxy Subnet,760.64,66.78,1
SEC_000518,Phishing API Exfiltration,DMZ Proxy Subnet,1975.92,94.55,1
SEC_000519,SQL Injection Spectrum,On-Prem Gateway,85.35,25.34,0
SEC_000520,SQL Injection Spectrum,Cloud Edge Cluster,417.78,39.71,0
SEC_000521,Ransomware Core Payload,Cloud Edge Cluster,227.76,16.87,0
SEC_000522,Phishing API Exfiltration,Cloud Edge Cluster,1588.67,81.28,1
SEC_000523,Phishing API Exfiltration,DMZ Proxy Subnet,842.66,46.7,0
SEC_000524,Phishing API Exfiltration,DMZ Proxy Subnet,831.99,57.09,0
SEC_000525,DDoS Flooding,On-Prem Gateway,296.59,30.78,0
SEC_000526,Phishing API Exfiltration,DMZ Proxy Subnet,253.13,15.72,0
SEC_000527,DDoS Flooding,Cloud Edge Cluster,155.73,66.57,1
SEC_000528,Ransomware Core Payload,On-Prem Gateway,38.11,50.31,0
SEC_000529,SQL Injection Spectrum,DMZ Proxy Subnet,912.19,54.8,0
SEC_000530,Ransomware Core Payload,DMZ Proxy Subnet,766.25,64.74,0
SEC_000531,Phishing API Exfiltration,Cloud Edge Cluster,3689.6,100.0,1
SEC_000532,Phishing API Exfiltration,On-Prem Gateway,2574.69,100.0,1
SEC_000533,Ransomware Core Payload,DMZ Proxy Subnet,376.79,32.79,0
SEC_000534,DDoS Flooding,DMZ Proxy Subnet,671.38,73.24,1
SEC_000535,DDoS Flooding,On-Prem Gateway,1315.28,74.39,1
SEC_000536,DDoS Flooding,On-Prem Gateway,864.65,44.55,0
SEC_000537,SQL Injection Spectrum,DMZ Proxy Subnet,139.87,46.46,0
SEC_000538,SQL Injection Spectrum,DMZ Proxy Subnet,281.47,60.62,0
SEC_000539,Phishing API Exfiltration,Cloud Edge Cluster,74.23,71.79,1
SEC_000540,Ransomware Core Payload,On-Prem Gateway,1398.1,67.93,1
SEC_000541,Ransomware Core Payload,DMZ Proxy Subnet,431.33,57.74,0
SEC_000542,Phishing API Exfiltration,DMZ Proxy Subnet,128.82,29.01,0
SEC_000543,DDoS Flooding,DMZ Proxy Subnet,513.22,62.28,0
SEC_000544,SQL Injection Spectrum,DMZ Proxy Subnet,445.2,25.75,0
SEC_000545,Ransomware Core Payload,Cloud Edge Cluster,211.54,19.52,0
SEC_000546,Phishing API Exfiltration,On-Prem Gateway,66.24,21.01,0
SEC_000547,DDoS Flooding,DMZ Proxy Subnet,513.05,51.71,0
SEC_000548,DDoS Flooding,On-Prem Gateway,342.57,34.09,0
SEC_000549,SQL Injection Spectrum,On-Prem Gateway,677.91,67.0,1
SEC_000550,SQL Injection Spectrum,DMZ Proxy Subnet,342.44,59.1,0
SEC_000551,Phishing API Exfiltration,DMZ Proxy Subnet,872.3,73.89,1
SEC_000552,Phishing API Exfiltration,DMZ Proxy Subnet,373.24,69.21,1
SEC_000553,DDoS Flooding,Cloud Edge Cluster,382.4,51.53,0
SEC_000554,DDoS Flooding,DMZ Proxy Subnet,953.74,49.9,0
SEC_000555,Ransomware Core Payload,On-Prem Gateway,244.49,60.23,0
SEC_000556,DDoS Flooding,On-Prem Gateway,76.75,23.99,0
SEC_000557,Phishing API Exfiltration,Cloud Edge Cluster,25.14,44.66,0
SEC_000558,SQL Injection Spectrum,DMZ Proxy Subnet,645.18,79.41,1
SEC_000559,Phishing API Exfiltration,DMZ Proxy Subnet,447.78,54.76,0
SEC_000560,Ransomware Core Payload,Cloud Edge Cluster,559.95,29.96,0
SEC_000561,Ransomware Core Payload,Cloud Edge Cluster,119.77,21.02,0
SEC_000562,SQL Injection Spectrum,DMZ Proxy Subnet,77.98,52.96,0
SEC_000563,Phishing API Exfiltration,DMZ Proxy Subnet,18.59,28.21,0
SEC_000564,Ransomware Core Payload,On-Prem Gateway,206.26,39.44,0
SEC_000565,Phishing API Exfiltration,DMZ Proxy Subnet,413.13,57.91,0
SEC_000566,Ransomware Core Payload,DMZ Proxy Subnet,236.09,49.89,0
SEC_000567,SQL Injection Spectrum,On-Prem Gateway,270.89,45.02,0
SEC_000568,Ransomware Core Payload,On-Prem Gateway,1067.28,69.56,1
SEC_000569,Phishing API Exfiltration,On-Prem Gateway,204.65,33.5,0
SEC_000570,Phishing API Exfiltration,On-Prem Gateway,336.69,56.34,0
SEC_000571,Ransomware Core Payload,Cloud Edge Cluster,700.89,66.34,1
SEC_000572,DDoS Flooding,On-Prem Gateway,239.29,35.71,0
SEC_000573,SQL Injection Spectrum,Cloud Edge Cluster,449.89,64.23,0
SEC_000574,SQL Injection Spectrum,On-Prem Gateway,904.41,64.24,0
SEC_000575,Ransomware Core Payload,On-Prem Gateway,1355.79,71.46,1
SEC_000576,Ransomware Core Payload,On-Prem Gateway,83.59,21.96,0
SEC_000577,DDoS Flooding,DMZ Proxy Subnet,1187.25,62.81,0
SEC_000578,SQL Injection Spectrum,Cloud Edge Cluster,316.88,38.59,0
SEC_000579,DDoS Flooding,On-Prem Gateway,146.43,54.36,0
SEC_000580,SQL Injection Spectrum,DMZ Proxy Subnet,288.56,29.47,0
SEC_000581,Ransomware Core Payload,Cloud Edge Cluster,1773.14,100.0,1
SEC_000582,SQL Injection Spectrum,Cloud Edge Cluster,317.32,32.84,0
SEC_000583,SQL Injection Spectrum,DMZ Proxy Subnet,191.38,33.75,0
SEC_000584,SQL Injection Spectrum,Cloud Edge Cluster,463.57,25.89,0
SEC_000585,DDoS Flooding,DMZ Proxy Subnet,135.58,32.12,0
SEC_000586,DDoS Flooding,On-Prem Gateway,47.5,28.99,0
SEC_000587,SQL Injection Spectrum,DMZ Proxy Subnet,74.09,41.07,0
SEC_000588,Phishing API Exfiltration,Cloud Edge Cluster,73.66,36.3,0
SEC_000589,DDoS Flooding,Cloud Edge Cluster,86.14,15.47,0
SEC_000590,Ransomware Core Payload,On-Prem Gateway,79.26,49.43,0
SEC_000591,Ransomware Core Payload,DMZ Proxy Subnet,472.84,52.07,0
SEC_000592,SQL Injection Spectrum,On-Prem Gateway,102.34,37.07,0
SEC_000593,Ransomware Core Payload,DMZ Proxy Subnet,202.86,37.98,0
SEC_000594,DDoS Flooding,DMZ Proxy Subnet,1033.94,63.59,0
SEC_000595,Phishing API Exfiltration,DMZ Proxy Subnet,301.07,45.31,0
SEC_000596,Phishing API Exfiltration,On-Prem Gateway,507.58,57.44,0
SEC_000597,Phishing API Exfiltration,On-Prem Gateway,97.11,7.68,0
SEC_000598,Ransomware Core Payload,Cloud Edge Cluster,108.1,26.24,0
SEC_000599,SQL Injection Spectrum,On-Prem Gateway,30.78,27.41,0
SEC_000600,Ransomware Core Payload,DMZ Proxy Subnet,95.27,37.65,0
SEC_000601,SQL Injection Spectrum,DMZ Proxy Subnet,158.95,54.26,0
SEC_000602,Phishing API Exfiltration,DMZ Proxy Subnet,99.67,22.41,0
SEC_000603,DDoS Flooding,On-Prem Gateway,53.8,24.68,0
SEC_000604,Ransomware Core Payload,Cloud Edge Cluster,69.85,25.11,0
SEC_000605,DDoS Flooding,On-Prem Gateway,289.93,29.57,0
SEC_000606,Phishing API Exfiltration,Cloud Edge Cluster,115.99,29.43,0
SEC_000607,SQL Injection Spectrum,On-Prem Gateway,215.84,50.2,0
SEC_000608,DDoS Flooding,DMZ Proxy Subnet,327.0,27.27,0
SEC_000609,Ransomware Core Payload,Cloud Edge Cluster,539.61,58.0,0
SEC_000610,DDoS Flooding,On-Prem Gateway,30.05,5.67,0
SEC_000611,DDoS Flooding,DMZ Proxy Subnet,734.92,50.98,0
SEC_000612,Ransomware Core Payload,Cloud Edge Cluster,456.87,43.33,0
SEC_000613,SQL Injection Spectrum,Cloud Edge Cluster,50.38,57.14,0
SEC_000614,Ransomware Core Payload,DMZ Proxy Subnet,942.66,63.58,0
SEC_000615,Phishing API Exfiltration,DMZ Proxy Subnet,1153.51,43.12,0
SEC_000616,SQL Injection Spectrum,On-Prem Gateway,40.36,1.63,0
SEC_000617,DDoS Flooding,On-Prem Gateway,157.88,36.83,0
SEC_000618,Ransomware Core Payload,DMZ Proxy Subnet,750.42,69.22,1
SEC_000619,Phishing API Exfiltration,On-Prem Gateway,632.71,60.94,0
SEC_000620,Ransomware Core Payload,DMZ Proxy Subnet,103.79,36.67,0
SEC_000621,SQL Injection Spectrum,DMZ Proxy Subnet,117.7,52.14,0
SEC_000622,Phishing API Exfiltration,On-Prem Gateway,220.25,30.72,0
SEC_000623,DDoS Flooding,On-Prem Gateway,310.2,55.83,0
SEC_000624,SQL Injection Spectrum,Cloud Edge Cluster,445.35,23.33,0
SEC_000625,Phishing API Exfiltration,Cloud Edge Cluster,219.14,25.19,0
SEC_000626,SQL Injection Spectrum,On-Prem Gateway,291.4,14.55,0
SEC_000627,DDoS Flooding,On-Prem Gateway,631.3,51.13,0
SEC_000628,Phishing API Exfiltration,On-Prem Gateway,28.82,30.46,0
SEC_000629,Ransomware Core Payload,Cloud Edge Cluster,142.92,37.43,0
SEC_000630,Ransomware Core Payload,On-Prem Gateway,574.27,53.9,0
SEC_000631,DDoS Flooding,Cloud Edge Cluster,1027.1,57.17,0
SEC_000632,Phishing API Exfiltration,Cloud Edge Cluster,334.55,40.53,0
SEC_000633,DDoS Flooding,Cloud Edge Cluster,353.79,21.69,0
SEC_000634,DDoS Flooding,Cloud Edge Cluster,63.01,52.97,0
SEC_000635,SQL Injection Spectrum,DMZ Proxy Subnet,278.91,36.6,0
SEC_000636,Ransomware Core Payload,On-Prem Gateway,354.27,36.84,0
SEC_000637,DDoS Flooding,On-Prem Gateway,136.96,59.31,0
SEC_000638,SQL Injection Spectrum,DMZ Proxy Subnet,153.15,17.49,0
SEC_000639,DDoS Flooding,On-Prem Gateway,225.15,22.12,0
SEC_000640,DDoS Flooding,Cloud Edge Cluster,21.12,14.4,0
SEC_000641,DDoS Flooding,DMZ Proxy Subnet,186.93,36.46,0
SEC_000642,Ransomware Core Payload,Cloud Edge Cluster,118.9,41.23,0
SEC_000643,Phishing API Exfiltration,DMZ Proxy Subnet,190.54,48.72,0
SEC_000644,Ransomware Core Payload,Cloud Edge Cluster,69.4,71.36,1
SEC_000645,SQL Injection Spectrum,On-Prem Gateway,1007.44,36.56,0
SEC_000646,Phishing API Exfiltration,On-Prem Gateway,417.18,55.82,0
SEC_000647,SQL Injection Spectrum,On-Prem Gateway,523.48,42.58,0
SEC_000648,DDoS Flooding,DMZ Proxy Subnet,712.52,49.7,0
SEC_000649,Phishing API Exfiltration,On-Prem Gateway,322.52,33.6,0
SEC_000650,SQL Injection Spectrum,DMZ Proxy Subnet,52.92,18.49,0
SEC_000651,DDoS Flooding,Cloud Edge Cluster,358.62,69.61,1
SEC_000652,SQL Injection Spectrum,On-Prem Gateway,409.77,59.03,0
SEC_000653,SQL Injection Spectrum,Cloud Edge Cluster,627.7,55.46,0
SEC_000654,Ransomware Core Payload,On-Prem Gateway,266.27,60.92,0
SEC_000655,DDoS Flooding,Cloud Edge Cluster,73.42,10.25,0
SEC_000656,Ransomware Core Payload,DMZ Proxy Subnet,162.19,16.53,0
SEC_000657,Phishing API Exfiltration,On-Prem Gateway,215.0,5.93,0
SEC_000658,DDoS Flooding,DMZ Proxy Subnet,479.2,38.68,0
SEC_000659,Ransomware Core Payload,DMZ Proxy Subnet,392.6,48.13,0
SEC_000660,Ransomware Core Payload,Cloud Edge Cluster,210.09,39.95,0
SEC_000661,Phishing API Exfiltration,On-Prem Gateway,1949.79,100.0,1
SEC_000662,SQL Injection Spectrum,DMZ Proxy Subnet,430.87,26.07,0
SEC_000663,SQL Injection Spectrum,Cloud Edge Cluster,133.86,47.4,0
SEC_000664,SQL Injection Spectrum,Cloud Edge Cluster,60.3,36.01,0
SEC_000665,Phishing API Exfiltration,Cloud Edge Cluster,86.65,44.46,0
SEC_000666,Ransomware Core Payload,On-Prem Gateway,139.04,7.17,0
SEC_000667,DDoS Flooding,On-Prem Gateway,90.82,38.31,0
SEC_000668,Phishing API Exfiltration,Cloud Edge Cluster,104.92,16.38,0
SEC_000669,SQL Injection Spectrum,On-Prem Gateway,163.02,30.56,0
SEC_000670,SQL Injection Spectrum,Cloud Edge Cluster,97.68,41.92,0
SEC_000671,DDoS Flooding,On-Prem Gateway,1033.84,72.72,1
SEC_000672,Phishing API Exfiltration,On-Prem Gateway,49.64,19.21,0
SEC_000673,SQL Injection Spectrum,Cloud Edge Cluster,346.54,43.96,0
SEC_000674,Phishing API Exfiltration,Cloud Edge Cluster,249.74,17.02,0
SEC_000675,Ransomware Core Payload,On-Prem Gateway,1829.39,100.0,1
SEC_000676,Phishing API Exfiltration,Cloud Edge Cluster,65.47,29.54,0
SEC_000677,Ransomware Core Payload,Cloud Edge Cluster,240.27,56.39,0
SEC_000678,DDoS Flooding,Cloud Edge Cluster,1582.08,85.39,1
SEC_000679,Ransomware Core Payload,Cloud Edge Cluster,914.81,58.74,0
SEC_000680,Ransomware Core Payload,On-Prem Gateway,776.4,49.59,0
SEC_000681,DDoS Flooding,DMZ Proxy Subnet,146.22,48.99,0
SEC_000682,SQL Injection Spectrum,On-Prem Gateway,96.33,23.21,0
SEC_000683,DDoS Flooding,Cloud Edge Cluster,509.05,60.03,0
SEC_000684,Phishing API Exfiltration,Cloud Edge Cluster,1204.67,72.45,1
SEC_000685,DDoS Flooding,On-Prem Gateway,378.14,15.49,0
SEC_000686,Phishing API Exfiltration,Cloud Edge Cluster,393.48,37.18,0
SEC_000687,SQL Injection Spectrum,On-Prem Gateway,159.81,18.71,0
SEC_000688,Phishing API Exfiltration,DMZ Proxy Subnet,672.36,57.4,0
SEC_000689,DDoS Flooding,Cloud Edge Cluster,105.19,16.35,0
SEC_000690,DDoS Flooding,DMZ Proxy Subnet,187.99,51.41,0
SEC_000691,SQL Injection Spectrum,DMZ Proxy Subnet,261.37,39.09,0
SEC_000692,DDoS Flooding,Cloud Edge Cluster,330.82,40.57,0
SEC_000693,SQL Injection Spectrum,Cloud Edge Cluster,136.93,45.32,0
